timestamp,cpu_usage,memory_usage,disk_io,network_latency,failure_cause
2025-07-10 18:00:21,74.98,39.82,259.04,185.66,Network Delay
2025-07-10 17:55:21,71.21,100.0,166.01,54.88,None
2025-07-10 17:50:21,49.82,52.31,113.39,172.75,Network Delay
2025-07-10 17:45:21,63.27,35.07,289.12,57.25,None
2025-07-10 17:40:21,63.79,65.59,253.03,0.0,None
2025-07-10 17:35:21,39.07,31.3,218.79,30.08,None
2025-07-10 17:30:21,44.48,100.0,130.81,51.24,None
2025-07-10 17:25:21,49.7,59.99,178.73,160.97,Network Delay
2025-07-10 17:20:21,47.26,60.12,201.96,20.38,None
2025-07-10 17:15:21,45.95,90.57,242.43,38.88,None
2025-07-10 17:10:21,56.93,81.34,180.26,44.19,None
2025-07-10 17:05:21,54.85,86.6,234.55,52.81,Memory Issue
2025-07-10 17:00:21,55.48,37.38,197.03,79.05,None
2025-07-10 16:55:21,60.93,44.31,116.49,90.7,None
2025-07-10 16:50:21,61.99,74.63,573.13,36.15,Disk IO Bottleneck
2025-07-10 16:45:21,90.55,80.98,201.4,50.01,CPU Overload
2025-07-10 16:40:21,44.93,47.49,232.05,37.49,None
2025-07-10 16:35:21,42.92,55.86,220.37,57.23,None
2025-07-10 16:30:21,58.25,55.52,190.02,70.78,None
2025-07-10 16:25:21,93.96,82.59,228.89,51.88,CPU Overload
2025-07-10 16:20:21,48.28,80.33,561.99,28.8,Disk IO Bottleneck
2025-07-10 16:15:21,40.9,39.51,308.7,26.89,None
2025-07-10 16:10:21,30.22,47.1,243.17,17.61,None
2025-07-10 16:05:21,40.09,43.67,265.81,56.08,None
2025-07-10 16:00:21,67.65,22.68,244.68,55.48,None
2025-07-10 15:55:21,58.67,59.82,244.52,38.94,None
2025-07-10 15:50:21,64.47,67.27,226.08,9.91,None
2025-07-10 15:45:21,32.57,67.9,224.65,24.46,None
2025-07-10 15:40:21,64.92,44.59,133.23,35.71,None
2025-07-10 15:35:21,45.03,67.13,179.42,45.11,None
2025-07-10 15:30:21,39.5,28.25,88.38,65.55,None
2025-07-10 15:25:21,53.58,26.47,182.53,39.04,None
2025-07-10 15:20:21,72.5,49.17,219.08,15.35,None
2025-07-10 15:15:21,59.71,52.32,530.48,68.1,Disk IO Bottleneck
2025-07-10 15:10:21,54.69,100.0,293.3,42.64,None
2025-07-10 15:05:21,82.44,98.29,206.52,40.97,Memory Issue
2025-07-10 15:00:21,33.44,93.47,148.78,81.45,None
2025-07-10 14:55:21,64.01,62.2,237.54,50.29,None
2025-07-10 14:50:21,45.74,82.72,204.14,26.07,None
2025-07-10 14:45:21,38.21,88.88,332.8,78.24,Memory Issue
2025-07-10 14:40:21,49.87,81.35,200.29,24.32,None
2025-07-10 14:35:21,54.36,62.16,246.7,76.57,None
2025-07-10 14:30:21,81.81,49.53,225.84,43.39,None
2025-07-10 14:25:21,39.51,39.92,38.62,45.39,None
2025-07-10 14:20:21,54.91,32.45,271.6,64.34,None
2025-07-10 14:15:21,90.42,64.81,256.25,66.97,CPU Overload
2025-07-10 14:10:21,48.77,88.61,176.85,59.59,Memory Issue
2025-07-10 14:05:21,95.22,53.85,168.5,71.62,CPU Overload
2025-07-10 14:00:21,62.79,80.76,129.93,67.75,None
2025-07-10 13:55:21,22.8,56.18,164.44,41.97,None
2025-07-10 13:50:21,25.05,44.46,127.9,56.54,None
2025-07-10 13:45:21,43.09,65.39,179.65,63.15,None
2025-07-10 13:40:21,98.63,55.9,151.12,67.16,CPU Overload
2025-07-10 13:35:21,26.66,36.47,276.74,67.54,None
2025-07-10 13:30:21,43.46,0.0,179.57,60.49,None
2025-07-10 13:25:21,46.21,66.46,568.7,31.75,Disk IO Bottleneck
2025-07-10 13:20:21,58.56,44.64,197.75,53.92,None
2025-07-10 13:15:21,97.16,51.04,221.66,71.01,CPU Overload
2025-07-10 13:10:21,51.18,59.11,161.15,69.24,None
2025-07-10 13:05:21,48.19,72.27,117.78,48.86,None
2025-07-10 13:00:21,54.66,60.67,134.33,66.1,None
2025-07-10 12:55:21,96.55,39.48,168.59,63.67,CPU Overload
2025-07-10 12:50:21,39.39,91.47,157.9,17.23,Memory Issue
2025-07-10 12:45:21,46.92,42.55,262.87,52.14,None
2025-07-10 12:40:21,36.18,42.73,167.21,58.68,None
2025-07-10 12:35:21,41.04,79.63,226.74,80.65,None
2025-07-10 12:30:21,60.52,74.55,285.94,36.15,None
2025-07-10 12:25:21,32.05,70.66,123.31,7.07,None
2025-07-10 12:20:21,47.97,58.33,177.67,66.35,None
2025-07-10 12:15:21,55.28,90.89,235.29,12.03,None
2025-07-10 12:10:21,99.04,31.73,212.86,60.44,CPU Overload
2025-07-10 12:05:21,35.59,47.44,507.78,62.91,Disk IO Bottleneck
2025-07-10 12:00:21,69.7,61.73,243.1,55.35,None
2025-07-10 11:55:21,93.43,56.33,194.55,47.63,CPU Overload
2025-07-10 11:50:21,44.07,73.51,149.89,35.84,None
2025-07-10 11:45:21,46.11,93.63,170.89,48.47,Memory Issue
2025-07-10 11:40:21,48.36,59.25,181.09,27.3,None
2025-07-10 11:35:21,46.09,39.48,205.2,46.65,None
2025-07-10 11:30:21,98.44,50.22,238.54,42.39,CPU Overload
2025-07-10 11:25:21,27.26,67.64,174.07,39.23,None
2025-07-10 11:20:21,42.57,55.01,206.1,14.94,None
2025-07-10 11:15:21,37.11,57.02,209.84,57.17,None
2025-07-10 11:10:21,97.82,73.52,213.63,70.78,CPU Overload
2025-07-10 11:05:21,43.67,64.37,226.25,112.35,Network Delay
2025-07-10 11:00:21,48.12,73.15,195.17,36.44,None
2025-07-10 10:55:21,24.1,54.83,255.7,65.03,None
2025-07-10 10:50:21,47.42,44.85,81.15,58.03,None
2025-07-10 10:45:21,46.73,61.57,249.72,25.74,None
2025-07-10 10:40:21,96.23,87.58,161.69,48.18,CPU Overload
2025-07-10 10:35:21,78.28,44.44,286.85,40.77,None
2025-07-10 10:30:21,96.4,62.97,266.59,32.46,CPU Overload
2025-07-10 10:25:21,30.86,68.54,259.01,65.05,None
2025-07-10 10:20:21,96.28,76.87,138.85,75.63,CPU Overload
2025-07-10 10:15:21,11.14,74.18,232.89,59.97,None
2025-07-10 10:10:21,38.47,36.48,223.27,56.7,None
2025-07-10 10:05:21,32.82,52.59,137.92,34.93,None
2025-07-10 10:00:21,41.34,87.52,186.29,68.74,None
2025-07-10 09:55:21,14.4,95.88,268.43,95.35,Memory Issue
2025-07-10 09:50:21,35.38,76.72,139.4,173.88,Network Delay
2025-07-10 09:45:21,60.68,39.93,174.72,71.88,None
2025-07-10 09:40:21,68.21,44.88,229.87,33.22,None
2025-07-10 09:35:21,38.94,36.55,239.06,73.88,None
2025-07-10 09:30:21,50.87,52.67,166.96,34.56,None
2025-07-10 09:25:21,37.48,48.92,241.82,36.17,None
2025-07-10 09:20:21,9.96,35.41,160.39,70.43,None
2025-07-10 09:15:21,68.94,79.81,186.52,63.63,None
2025-07-10 09:10:21,4.92,72.7,176.71,30.15,None
2025-07-10 09:05:21,33.23,75.26,222.03,68.3,None
2025-07-10 09:00:21,61.29,75.07,169.17,58.3,None
2025-07-10 08:55:21,35.91,54.52,199.92,30.49,None
2025-07-10 08:50:21,66.69,54.79,207.79,111.9,Network Delay
2025-07-10 08:45:21,54.84,72.88,269.97,12.39,None
2025-07-10 08:40:21,57.61,56.52,190.15,47.86,None
2025-07-10 08:35:21,47.12,48.41,242.35,70.93,None
2025-07-10 08:30:21,60.67,90.74,179.86,64.57,None
2025-07-10 08:25:21,41.39,82.68,249.99,58.19,None
2025-07-10 08:20:21,50.12,90.92,141.83,39.52,Memory Issue
2025-07-10 08:15:21,71.06,79.35,239.34,56.35,None
2025-07-10 08:10:21,70.09,72.1,297.27,65.77,None
2025-07-10 08:05:21,45.81,90.23,276.41,36.85,Memory Issue
2025-07-10 08:00:21,39.55,53.89,215.62,31.95,None
2025-07-10 07:55:21,32.2,93.99,238.81,57.21,Memory Issue
2025-07-10 07:50:21,31.36,61.26,278.27,46.57,None
2025-07-10 07:45:21,98.48,25.82,150.31,26.3,CPU Overload
2025-07-10 07:40:21,56.99,61.66,137.89,48.13,None
2025-07-10 07:35:21,44.11,75.86,180.23,38.88,None
2025-07-10 07:30:21,43.23,66.65,203.27,71.4,None
2025-07-10 07:25:21,38.91,47.0,168.92,101.05,Network Delay
2025-07-10 07:20:21,56.92,58.8,193.34,48.51,None
2025-07-10 07:15:21,77.94,90.16,270.08,63.85,Memory Issue
2025-07-10 07:10:21,55.45,87.67,193.41,69.11,Memory Issue
2025-07-10 07:05:21,34.16,93.15,245.78,0.0,None
2025-07-10 07:00:21,43.03,50.64,185.16,48.03,None
2025-07-10 06:55:21,66.39,40.75,225.6,57.52,None
2025-07-10 06:50:21,42.49,80.99,188.81,64.97,None
2025-07-10 06:45:21,97.42,72.37,238.3,49.09,CPU Overload
2025-07-10 06:40:21,49.23,45.2,294.35,55.11,None
2025-07-10 06:35:21,57.82,85.35,205.8,5.36,Memory Issue
2025-07-10 06:30:21,91.51,78.18,209.09,39.83,CPU Overload
2025-07-10 06:25:21,43.49,65.14,201.94,71.15,None
2025-07-10 06:20:21,69.84,85.5,171.08,37.68,None
2025-07-10 06:15:21,42.56,51.13,261.53,41.86,None
2025-07-10 06:10:21,59.93,93.3,189.96,37.72,Memory Issue
2025-07-10 06:05:21,42.82,34.25,166.72,72.11,None
2025-07-10 06:00:21,71.74,44.03,240.24,35.02,None
2025-07-10 05:55:21,59.06,57.77,595.87,29.07,Disk IO Bottleneck
2025-07-10 05:50:21,56.26,38.69,287.27,81.59,None
2025-07-10 05:45:21,64.94,70.98,227.06,82.82,None
2025-07-10 05:40:21,63.13,91.58,139.28,65.84,None
2025-07-10 05:35:21,60.55,37.11,179.26,52.99,None
2025-07-10 05:30:21,22.41,73.18,197.54,56.4,None
2025-07-10 05:25:21,94.63,60.17,197.07,59.54,CPU Overload
2025-07-10 05:20:21,51.01,62.86,173.19,51.32,None
2025-07-10 05:15:21,54.78,38.64,209.08,54.26,None
2025-07-10 05:10:21,50.65,32.08,198.13,71.43,None
2025-07-10 05:05:21,33.46,73.98,191.37,48.82,None
2025-07-10 05:00:21,61.31,97.98,117.77,56.72,Memory Issue
2025-07-10 04:55:21,30.17,47.07,242.76,20.19,None
2025-07-10 04:50:21,43.07,63.78,471.4,79.8,Disk IO Bottleneck
2025-07-10 04:45:21,92.83,50.26,207.52,36.63,None
2025-07-10 04:40:21,59.99,48.36,132.93,36.85,None
2025-07-10 04:35:21,39.82,76.81,589.74,47.84,Disk IO Bottleneck
2025-07-10 04:30:21,91.14,71.64,216.55,39.67,CPU Overload
2025-07-10 04:25:21,50.71,46.09,215.79,49.45,None
2025-07-10 04:20:21,97.66,71.19,179.1,44.7,CPU Overload
2025-07-10 04:15:21,45.99,66.26,246.46,57.08,None
2025-07-10 04:10:21,53.97,50.82,141.65,63.83,None
2025-07-10 04:05:21,51.97,20.77,312.61,70.4,None
2025-07-10 04:00:21,55.65,62.73,171.14,45.91,None
2025-07-10 03:55:21,30.46,66.02,180.74,57.38,None
2025-07-10 03:50:21,52.46,49.91,258.95,29.6,None
2025-07-10 03:45:21,64.81,72.11,186.71,45.07,None
2025-07-10 03:40:21,56.61,99.39,199.91,45.98,None
2025-07-10 03:35:21,79.58,66.86,217.89,69.2,None
2025-07-10 03:30:21,55.09,40.42,109.86,71.46,None
2025-07-10 03:25:21,41.57,34.84,236.42,69.67,None
2025-07-10 03:20:21,34.94,80.83,246.89,42.53,None
2025-07-10 03:15:21,48.39,48.48,216.08,10.42,None
2025-07-10 03:10:21,40.57,39.3,164.14,28.06,None
2025-07-10 03:05:21,39.06,70.88,139.88,46.06,None
2025-07-10 03:00:21,22.07,33.67,128.14,39.22,None
2025-07-10 02:55:21,42.45,88.52,166.97,16.86,None
2025-07-10 02:50:21,43.58,75.85,242.07,65.15,None
2025-07-10 02:45:21,52.66,50.61,233.02,38.22,None
2025-07-10 02:40:21,26.79,59.41,212.01,40.89,None
2025-07-10 02:35:21,58.19,46.86,355.81,57.15,None
2025-07-10 02:30:21,36.12,77.03,226.65,82.66,None
2025-07-10 02:25:21,51.56,20.78,200.72,45.12,None
2025-07-10 02:20:21,60.18,46.31,113.52,65.01,None
2025-07-10 02:15:21,69.68,89.44,125.6,53.69,None
2025-07-10 02:10:21,62.41,82.54,98.03,25.08,None
2025-07-10 02:05:21,33.45,72.29,237.0,89.69,None
2025-07-10 02:00:21,31.23,90.88,185.09,44.89,Memory Issue
2025-07-10 01:55:21,33.35,56.03,181.17,30.01,None
2025-07-10 01:50:21,37.89,36.82,285.09,57.17,None
2025-07-10 01:45:21,72.7,38.23,173.88,69.79,None
2025-07-10 01:40:21,36.59,91.94,552.94,51.23,Disk IO Bottleneck
2025-07-10 01:35:21,95.42,53.91,219.85,43.53,CPU Overload
2025-07-10 01:30:21,14.53,95.93,215.47,63.81,None
2025-07-10 01:25:21,50.11,62.8,210.72,57.74,None
2025-07-10 01:20:21,45.14,57.61,189.47,69.71,None
2025-07-10 01:15:21,34.35,45.1,243.1,22.79,None
2025-07-10 01:10:21,41.0,45.56,226.8,186.22,Network Delay
2025-07-10 01:05:21,58.56,73.1,500.96,62.71,Disk IO Bottleneck
2025-07-10 01:00:21,13.64,85.81,226.61,164.86,Network Delay
2025-07-10 00:55:21,53.86,53.95,283.21,68.41,None
2025-07-10 00:50:21,95.21,78.68,154.19,65.44,CPU Overload
2025-07-10 00:45:21,94.56,54.35,232.74,62.28,CPU Overload
2025-07-10 00:40:21,42.5,96.89,171.59,58.93,Memory Issue
2025-07-10 00:35:21,59.07,46.39,208.32,57.74,None
2025-07-10 00:30:21,37.18,92.8,193.66,89.29,Memory Issue
2025-07-10 00:25:21,36.16,35.84,94.56,24.21,None
2025-07-10 00:20:21,42.38,56.7,157.58,97.16,None
2025-07-10 00:15:21,54.09,51.84,136.46,23.13,None
2025-07-10 00:10:21,76.06,68.28,131.73,35.96,None
2025-07-10 00:05:21,52.08,35.75,220.74,45.68,None
2025-07-10 00:00:21,86.04,60.96,200.9,68.49,None
2025-07-09 23:55:21,68.96,94.9,243.23,48.05,None
2025-07-09 23:50:21,59.39,92.64,294.71,46.86,Memory Issue
2025-07-09 23:45:21,39.88,61.83,215.11,47.71,None
2025-07-09 23:40:21,42.4,59.93,276.0,26.34,None
2025-07-09 23:35:21,90.83,74.76,235.29,16.54,CPU Overload
2025-07-09 23:30:21,59.09,60.18,193.31,59.58,None
2025-07-09 23:25:21,38.08,33.96,225.89,40.87,None
2025-07-09 23:20:21,35.09,58.14,221.36,53.56,None
2025-07-09 23:15:21,63.47,85.85,184.06,53.22,None
2025-07-09 23:10:21,56.73,83.76,235.49,42.71,None
2025-07-09 23:05:21,60.38,92.0,196.08,83.58,Memory Issue
2025-07-09 23:00:21,90.84,69.53,204.52,45.97,CPU Overload
2025-07-09 22:55:21,91.78,43.38,56.62,46.41,CPU Overload
2025-07-09 22:50:21,55.94,55.31,190.83,79.03,None
2025-07-09 22:45:21,59.29,54.51,194.06,46.35,None
2025-07-09 22:40:21,48.65,73.27,221.77,54.78,None
2025-07-09 22:35:21,27.22,43.89,187.71,99.42,None
2025-07-09 22:30:21,34.73,99.19,228.11,65.06,None
2025-07-09 22:25:21,67.27,80.94,126.7,61.9,None
2025-07-09 22:20:21,55.85,29.47,108.68,57.54,None
2025-07-09 22:15:21,48.33,58.89,246.83,77.01,None
2025-07-09 22:10:21,91.53,72.88,214.92,52.97,CPU Overload
2025-07-09 22:05:21,90.79,100.0,218.28,32.17,CPU Overload
2025-07-09 22:00:21,95.2,56.08,168.92,54.69,CPU Overload
2025-07-09 21:55:21,73.82,39.6,228.42,79.9,None
2025-07-09 21:50:21,90.47,98.23,194.82,70.53,CPU Overload
2025-07-09 21:45:21,53.07,44.44,219.59,38.66,None
2025-07-09 21:40:21,50.06,33.07,214.77,23.02,None
2025-07-09 21:35:21,44.71,87.38,195.93,171.17,Network Delay
2025-07-09 21:30:21,58.39,22.53,154.91,147.92,Network Delay
2025-07-09 21:25:21,34.18,26.5,215.49,67.8,None
2025-07-09 21:20:21,65.67,55.49,188.42,49.06,None
2025-07-09 21:15:21,38.63,83.6,246.41,57.66,None
2025-07-09 21:10:21,42.52,89.99,126.17,65.28,None
2025-07-09 21:05:21,38.94,51.37,233.29,46.68,None
2025-07-09 21:00:21,65.78,51.34,256.57,40.52,None
2025-07-09 20:55:21,63.52,58.19,252.41,44.29,None
2025-07-09 20:50:21,66.67,63.3,123.84,55.39,None
2025-07-09 20:45:21,32.62,61.54,205.64,61.33,None
2025-07-09 20:40:21,9.06,79.99,200.53,16.08,None
2025-07-09 20:35:21,96.09,91.1,235.32,25.82,CPU Overload
2025-07-09 20:30:21,30.26,56.88,232.13,56.53,None
2025-07-09 20:25:21,60.3,70.42,148.94,58.43,None
2025-07-09 20:20:21,30.55,60.08,162.63,84.61,None
2025-07-09 20:15:21,90.42,58.13,148.17,56.31,CPU Overload
2025-07-09 20:10:21,74.26,66.05,175.84,1.34,None
2025-07-09 20:05:21,56.29,56.81,215.36,45.26,None
2025-07-09 20:00:21,56.35,73.82,161.24,53.17,None
2025-07-09 19:55:21,43.16,43.25,245.04,96.7,None
2025-07-09 19:50:21,41.35,55.3,211.05,40.59,None
2025-07-09 19:45:21,92.66,60.51,177.03,31.98,CPU Overload
2025-07-09 19:40:21,90.74,51.13,230.69,54.9,CPU Overload
2025-07-09 19:35:21,46.06,45.51,169.15,50.37,None
2025-07-09 19:30:21,49.24,93.92,191.49,33.27,Memory Issue
2025-07-09 19:25:21,28.76,99.64,187.24,19.65,Memory Issue
2025-07-09 19:20:21,56.91,39.99,241.43,77.42,None
2025-07-09 19:15:21,65.79,68.91,169.33,58.37,None
2025-07-09 19:10:21,41.02,66.19,307.89,84.06,None
2025-07-09 19:05:21,42.14,61.45,152.28,39.26,None
2025-07-09 19:00:21,52.07,92.35,234.24,65.28,Memory Issue
2025-07-09 18:55:21,94.93,22.41,296.27,36.73,CPU Overload
2025-07-09 18:50:21,4.87,37.52,248.36,173.83,Network Delay
2025-07-09 18:45:21,71.13,9.55,214.92,0.0,None
2025-07-09 18:40:21,38.53,27.57,184.3,43.56,None
2025-07-09 18:35:21,96.55,29.33,221.31,38.53,CPU Overload
2025-07-09 18:30:21,55.81,52.37,144.71,52.85,None
2025-07-09 18:25:21,66.52,65.25,164.07,35.42,None
2025-07-09 18:20:21,55.88,36.45,171.56,57.56,None
2025-07-09 18:15:21,71.21,44.29,241.01,66.23,None
2025-07-09 18:10:21,37.74,56.94,139.19,48.37,None
2025-07-09 18:05:21,57.54,90.86,136.69,53.08,None
2025-07-09 18:00:21,74.91,67.19,187.33,21.22,None
2025-07-09 17:55:21,59.09,58.26,185.49,22.35,None
2025-07-09 17:50:21,47.85,37.45,203.87,69.88,None
2025-07-09 17:45:21,69.53,73.04,258.46,23.6,None
2025-07-09 17:40:21,75.69,58.45,159.54,41.68,None
2025-07-09 17:35:21,34.41,63.76,331.25,70.81,None
2025-07-09 17:30:21,28.15,46.68,183.47,55.91,None
2025-07-09 17:25:21,60.17,33.16,130.8,50.14,None
2025-07-09 17:20:21,74.81,46.09,184.1,71.08,None
2025-07-09 17:15:21,37.57,75.17,273.74,40.36,None
2025-07-09 17:10:21,39.23,63.21,219.27,49.87,None
2025-07-09 17:05:21,93.85,53.12,135.98,32.22,CPU Overload
2025-07-09 17:00:21,43.67,92.18,187.56,51.93,Memory Issue
2025-07-09 16:55:21,35.79,96.07,110.85,67.14,Memory Issue
2025-07-09 16:50:21,95.01,41.74,166.79,69.4,CPU Overload
2025-07-09 16:45:21,34.23,46.66,260.15,28.58,None
2025-07-09 16:40:21,24.38,44.09,223.76,89.02,None
2025-07-09 16:35:21,38.67,66.51,140.53,187.41,Network Delay
2025-07-09 16:30:21,40.12,58.06,226.52,65.3,None
2025-07-09 16:25:21,61.53,38.58,210.48,64.65,None
2025-07-09 16:20:21,33.66,44.85,226.91,51.26,None
2025-07-09 16:15:21,62.24,46.65,208.43,126.23,Network Delay
2025-07-09 16:10:21,33.41,76.56,139.55,52.75,None
2025-07-09 16:05:21,92.94,53.19,234.55,45.53,CPU Overload
2025-07-09 16:00:21,35.42,51.0,162.76,0.71,None
2025-07-09 15:55:21,40.1,39.78,232.52,49.08,None
2025-07-09 15:50:21,26.07,83.05,202.8,47.45,None
2025-07-09 15:45:21,72.36,88.48,252.17,21.14,None
2025-07-09 15:40:21,39.53,75.75,158.27,71.73,None
2025-07-09 15:35:21,63.42,66.94,237.13,50.84,None
2025-07-09 15:30:21,57.19,78.62,207.6,47.13,None
2025-07-09 15:25:21,43.5,46.79,198.44,68.73,None
2025-07-09 15:20:21,50.65,80.58,221.37,38.78,None
2025-07-09 15:15:21,53.09,72.93,213.13,45.02,None
2025-07-09 15:10:21,54.66,71.0,230.24,49.73,None
2025-07-09 15:05:21,34.37,49.6,49.96,49.71,None
2025-07-09 15:00:21,37.34,57.49,484.8,41.83,Disk IO Bottleneck
2025-07-09 14:55:21,21.77,42.15,184.94,159.78,Network Delay
2025-07-09 14:50:21,51.16,65.84,184.16,61.67,None
2025-07-09 14:45:21,60.36,53.49,245.77,59.71,None
2025-07-09 14:40:21,47.59,30.69,556.72,61.81,Disk IO Bottleneck
2025-07-09 14:35:21,93.37,37.17,179.45,51.88,CPU Overload
2025-07-09 14:30:21,68.72,61.57,142.9,23.46,None
2025-07-09 14:25:21,90.4,64.74,203.34,12.67,CPU Overload
2025-07-09 14:20:21,54.1,38.56,139.4,57.6,None
2025-07-09 14:15:21,36.77,32.78,116.15,51.66,None
2025-07-09 14:10:21,74.08,70.98,239.89,53.27,None
2025-07-09 14:05:21,44.65,83.73,173.2,70.0,None
2025-07-09 14:00:21,42.97,59.01,138.95,46.51,None
2025-07-09 13:55:21,98.38,63.51,227.21,82.61,CPU Overload
2025-07-09 13:50:21,74.33,15.76,90.99,52.31,None
2025-07-09 13:45:21,58.12,70.19,181.58,185.3,Network Delay
2025-07-09 13:40:21,57.92,69.88,224.58,41.84,None
2025-07-09 13:35:21,51.13,55.21,426.26,50.55,Disk IO Bottleneck
2025-07-09 13:30:21,58.91,63.43,130.66,59.5,None
2025-07-09 13:25:21,35.0,84.87,422.38,51.51,Disk IO Bottleneck
2025-07-09 13:20:21,75.79,38.33,211.34,72.57,None
2025-07-09 13:15:21,54.66,61.27,145.74,47.24,None
2025-07-09 13:10:21,99.26,37.24,212.63,71.86,CPU Overload
2025-07-09 13:05:21,16.62,62.24,260.0,57.38,None
2025-07-09 13:00:21,67.22,36.51,153.78,65.62,None
2025-07-09 12:55:21,90.59,54.6,223.3,72.52,CPU Overload
2025-07-09 12:50:21,65.87,61.58,125.44,27.66,None
2025-07-09 12:45:21,54.88,87.31,135.27,42.12,None
2025-07-09 12:40:21,50.34,32.06,174.71,39.7,None
2025-07-09 12:35:21,59.87,62.48,211.52,47.36,None
2025-07-09 12:30:21,33.08,39.15,115.5,36.74,None
2025-07-09 12:25:21,46.21,54.92,159.56,70.71,None
2025-07-09 12:20:21,98.47,84.53,291.93,19.25,CPU Overload
2025-07-09 12:15:21,50.46,76.21,55.84,64.84,None
2025-07-09 12:10:21,42.1,70.52,188.87,69.03,None
2025-07-09 12:05:21,96.46,88.97,228.55,86.31,CPU Overload
2025-07-09 12:00:21,65.29,83.84,213.24,78.03,None
2025-07-09 11:55:21,55.26,85.32,262.58,30.25,Memory Issue
2025-07-09 11:50:21,42.62,62.23,166.32,22.59,None
2025-07-09 11:45:21,27.73,50.64,125.28,19.79,None
2025-07-09 11:40:21,51.45,100.0,170.45,80.6,None
2025-07-09 11:35:21,65.17,80.81,95.63,65.54,None
2025-07-09 11:30:21,61.24,23.04,264.9,90.53,None
2025-07-09 11:25:21,49.84,57.57,239.17,47.0,None
2025-07-09 11:20:21,56.58,81.62,198.97,39.94,None
2025-07-09 11:15:21,61.28,77.12,220.26,64.16,None
2025-07-09 11:10:21,57.31,98.32,183.44,8.3,Memory Issue
2025-07-09 11:05:21,35.52,86.26,193.35,63.36,Memory Issue
2025-07-09 11:00:21,28.5,90.79,193.87,39.36,None
2025-07-09 10:55:21,91.3,71.02,271.49,33.81,CPU Overload
2025-07-09 10:50:21,35.19,73.69,167.88,56.36,None
2025-07-09 10:45:21,67.09,43.44,273.43,29.12,None
2025-07-09 10:40:21,42.23,86.34,140.6,34.56,None
2025-07-09 10:35:21,31.76,50.04,205.58,65.8,None
2025-07-09 10:30:21,44.36,94.9,173.54,23.84,None
2025-07-09 10:25:21,45.36,58.01,168.73,21.7,None
2025-07-09 10:20:21,33.58,54.02,247.84,66.25,None
2025-07-09 10:15:21,54.04,67.21,101.68,76.01,None
2025-07-09 10:10:21,49.52,42.0,253.97,78.92,None
2025-07-09 10:05:21,40.53,59.98,171.57,40.1,None
2025-07-09 10:00:21,97.57,67.64,227.96,4.94,CPU Overload
2025-07-09 09:55:21,45.29,90.19,278.74,33.36,Memory Issue
2025-07-09 09:50:21,27.06,66.23,212.52,57.23,None
2025-07-09 09:45:21,92.33,64.5,264.82,55.66,CPU Overload
2025-07-09 09:40:21,61.49,35.4,266.01,58.86,None
2025-07-09 09:35:21,55.73,37.11,174.24,7.05,None
2025-07-09 09:30:21,44.24,64.51,203.59,128.62,Network Delay
2025-07-09 09:25:21,51.26,79.72,151.98,56.85,None
2025-07-09 09:20:21,53.32,63.46,216.67,62.96,None
2025-07-09 09:15:21,41.06,84.74,139.11,52.21,None
2025-07-09 09:10:21,71.44,69.29,239.05,54.81,None
2025-07-09 09:05:21,58.64,39.48,194.18,54.33,None
2025-07-09 09:00:21,73.25,71.03,166.45,58.81,None
2025-07-09 08:55:21,58.76,54.31,145.91,114.1,Network Delay
2025-07-09 08:50:21,40.65,53.44,165.42,52.63,None
2025-07-09 08:45:21,54.24,84.6,216.44,32.1,None
2025-07-09 08:40:21,99.57,64.19,169.2,22.05,CPU Overload
2025-07-09 08:35:21,31.01,56.01,158.73,32.58,None
2025-07-09 08:30:21,38.4,78.04,170.87,59.5,None
2025-07-09 08:25:21,76.52,31.16,191.13,25.6,None
2025-07-09 08:20:21,67.15,71.98,231.61,74.66,None
2025-07-09 08:15:21,27.97,42.18,197.76,65.19,None
2025-07-09 08:10:21,43.83,78.75,205.64,17.92,None
2025-07-09 08:05:21,83.49,77.46,184.06,32.76,None
2025-07-09 08:00:21,97.18,58.42,209.17,29.16,CPU Overload
2025-07-09 07:55:21,62.89,46.2,207.0,45.28,None
2025-07-09 07:50:21,42.3,61.13,209.82,44.26,None
2025-07-09 07:45:21,41.41,52.33,269.27,27.64,None
2025-07-09 07:40:21,54.18,40.02,320.32,75.17,None
2025-07-09 07:35:21,53.27,100.0,267.63,42.18,None
2025-07-09 07:30:21,90.65,64.2,133.26,59.1,CPU Overload
2025-07-09 07:25:21,42.29,81.1,187.46,76.88,None
2025-07-09 07:20:21,36.06,98.62,570.49,44.97,Disk IO Bottleneck
2025-07-09 07:15:21,36.57,57.82,181.43,52.29,None
2025-07-09 07:10:21,91.67,91.84,263.45,31.25,CPU Overload
2025-07-09 07:05:21,31.82,62.48,282.33,62.84,None
2025-07-09 07:00:21,96.22,50.35,108.11,73.31,CPU Overload
2025-07-09 06:55:21,59.48,99.23,181.2,22.4,Memory Issue
2025-07-09 06:50:21,42.03,67.58,147.45,55.68,None
2025-07-09 06:45:21,36.57,39.09,111.56,33.61,None
2025-07-09 06:40:21,59.79,53.56,273.6,58.77,None
2025-07-09 06:35:21,74.21,43.63,174.43,52.36,None
2025-07-09 06:30:21,38.78,60.08,214.16,53.4,None
2025-07-09 06:25:21,49.38,70.32,148.19,28.49,None
2025-07-09 06:20:21,47.72,51.49,74.89,65.32,None
